# S8 summary table
model,D_ratio,sigma8,S8,dS8_vs_LCDM
ΛCDM,1.0,0.81,0.8300030120427276,0.0
CP1 hand-tanh V2,0.8120011570422638,0.6577209372042337,0.6739634061272588,-0.15603960591546884
CP3 density-driven,0.8155979847354194,0.6606343676356898,0.6769487839463767,-0.15305422809635094

# fsigma8(z) curves
z,ΛCDM,CP1 hand-tanh V2,CP3 density-driven
0.13288028198818602,0.45542394661915225,0.36960580889657024,0.3712693576563923
0.1337362546769456,0.45556219718105495,0.3697178480261915,0.3713819222733157
0.13459352184187146,0.45570010763697144,0.3698296106267823,0.3714942091879919
0.135452086421614,0.4558376766344184,0.3699410955990376,0.37160621729598653
0.1363119513637261,0.45597490281838193,0.37005230184163257,0.3717179454908548
0.13717311962469503,0.4561117848313233,0.37016322825122544,0.37182939266414416
0.13803559416997802,0.456248321313185,0.37027387372245885,0.3719405577053949
0.1388993779740355,0.4563845109013944,0.3703842371479622,0.3720514395021426
0.13976447402036518,0.45652035223087056,0.37049431741835437,0.37216203693991917
0.14063088530153656,0.4566558439340288,0.37060411342224553,0.3722723489022557
0.14149861481922588,0.4567909846407866,0.3707136240462397,0.37238237427068355
0.14236766558424985,0.45692577297856823,0.37082284817493766,0.3724921119247371
0.14323804061660117,0.457060207572311,0.3709317846909389,0.37260156074195505
0.1441097429454834,0.4571942870444696,0.3710404324748449,0.37271071959788354
0.14498277560934625,0.457328010015023,0.3711487904052614,0.3728195873660783
0.14585714165592023,0.4574613751014781,0.3712568573588016,0.3729281629181061
0.14673284414225307,0.45759438091887655,0.3713646322100886,0.37303644512354844
0.14760988613474435,0.4577270260797994,0.3714721138317591,0.37314443285000354
0.1484882707091819,0.45785930919437334,0.3715793010944653,0.37325212496308907
0.14936800095077807,0.4579912288702752,0.3716861928668793,0.3733595203264446
0.1502490799542049,0.4581227837127382,0.37179278801569576,0.37346661780173496
0.15113151082363108,0.45825397232455733,0.3718990854056349,0.3735734162486526
0.1520152966727586,0.458384793306095,0.372005083899446,0.37367991452492116
0.1529004406248582,0.45851524525528614,0.3721107823579713,0.3737861114862979
0.15378694581280783,0.45864532677152514,0.37221617964568127,0.3738920059865771
0.15467481537912864,0.4587750364534116,0.3723212746223463,0.37399759687759376
0.15556405247602156,0.4589043728907802,0.3724260661417971,0.3741028830092258
0.156454660265406,0.45903333467103613,0.37253055305597854,0.37420786322939853
0.15734664191895642,0.4591619203792336,0.37263473421495075,0.3743125363840878
0.15824000061814014,0.45929012859808016,0.37273860846689166,0.3744169013173232
0.15913473955425528,0.45941795790794077,0.3728421746580977,0.374520956871192
0.16003086192846827,0.45954540688684226,0.3729454316329855,0.374624701885843
0.16092837095185297,0.45967247411047757,0.37304837823409515,0.3747281351994899
0.16182726984542817,0.45979915815221,0.37315101330209055,0.3748312556484159
0.16272756184019666,0.45992545758307807,0.37325333567576247,0.37493406206697655
0.16362925017718366,0.46005137097179977,0.3733553441920306,0.3750365532876049
0.1645323381074757,0.4601768968847775,0.3734570376859459,0.3751387281408151
0.16543682889225964,0.46030203388610264,0.3735584149906931,0.3752405854566443
0.16634272580286247,0.4604267805375601,0.37365947493759316,0.37534212406659223
0.1672500321207897,0.4605511353986335,0.37376021635610607,0.3754433427951572
0.16815875113776624,0.4606750970265107,0.37386063807383363,0.37554424046449997
0.16906888615577564,0.46079866397608693,0.37396073891652265,0.37564481589492743
0.16998044048709904,0.4609218347999722,0.374060517708067,0.375745067904896
0.1708934174543575,0.4610446080484949,0.3741599732705123,0.3758449953110143
0.17180782039055043,0.46116698226970765,0.37425910442405746,0.3759445969280476
